DATE,SLATE,NUM_LEGS,PARLAY_MODEL_PROB,PARLAY_BOOK_PROB,PARLAY_DECIMAL,PARLAY_AMERICAN,PARLAY_EDGE,PARLAY_SCORE,P1_PLAYER,P1_TEAM,P1_MARKET,P1_LINE,P1_ODDS,P1_PROB,P1_EDGE,P1_LEG_SCORE,P1_GAME,P2_PLAYER,P2_TEAM,P2_MARKET,P2_LINE,P2_ODDS,P2_PROB,P2_EDGE,P2_LEG_SCORE,P2_GAME,P3_PLAYER,P3_TEAM,P3_MARKET,P3_LINE,P3_ODDS,P3_PROB,P3_EDGE,P3_LEG_SCORE,P3_GAME,P4_PLAYER,P4_TEAM,P4_MARKET,P4_LINE,P4_ODDS,P4_PROB,P4_EDGE,P4_LEG_SCORE,P4_GAME,P5_PLAYER,P5_TEAM,P5_MARKET,P5_LINE,P5_ODDS,P5_PROB,P5_EDGE,P5_LEG_SCORE,P5_GAME,P6_PLAYER,P6_TEAM,P6_MARKET,P6_LINE,P6_ODDS,P6_PROB,P6_EDGE,P6_LEG_SCORE,P6_GAME,P7_PLAYER,P7_TEAM,P7_MARKET,P7_LINE,P7_ODDS,P7_PROB,P7_EDGE,P7_LEG_SCORE,P7_GAME,P8_PLAYER,P8_TEAM,P8_MARKET,P8_LINE,P8_ODDS,P8_PROB,P8_EDGE,P8_LEG_SCORE,P8_GAME,P9_PLAYER,P9_TEAM,P9_MARKET,P9_LINE,P9_ODDS,P9_PROB,P9_EDGE,P9_LEG_SCORE,P9_GAME,P10_PLAYER,P10_TEAM,P10_MARKET,P10_LINE,P10_ODDS,P10_PROB,P10_EDGE,P10_LEG_SCORE,P10_GAME,P11_PLAYER,P11_TEAM,P11_MARKET,P11_LINE,P11_ODDS,P11_PROB,P11_EDGE,P11_LEG_SCORE,P11_GAME,P12_PLAYER,P12_TEAM,P12_MARKET,P12_LINE,P12_ODDS,P12_PROB,P12_EDGE,P12_LEG_SCORE,P12_GAME,P13_PLAYER,P13_TEAM,P13_MARKET,P13_LINE,P13_ODDS,P13_PROB,P13_EDGE,P13_LEG_SCORE,P13_GAME,P14_PLAYER,P14_TEAM,P14_MARKET,P14_LINE,P14_ODDS,P14_PROB,P14_EDGE,P14_LEG_SCORE,P14_GAME,P15_PLAYER,P15_TEAM,P15_MARKET,P15_LINE,P15_ODDS,P15_PROB,P15_EDGE,P15_LEG_SCORE,P15_GAME,P1_ACTUAL,P1_RESULT_LINE,P1_HIT,P1_DID_PLAY,P1_STATUS,P2_ACTUAL,P2_RESULT_LINE,P2_HIT,P2_DID_PLAY,P2_STATUS,P3_ACTUAL,P3_RESULT_LINE,P3_HIT,P3_DID_PLAY,P3_STATUS,P4_ACTUAL,P4_RESULT_LINE,P4_HIT,P4_DID_PLAY,P4_STATUS,P5_ACTUAL,P5_RESULT_LINE,P5_HIT,P5_DID_PLAY,P5_STATUS,P6_ACTUAL,P6_RESULT_LINE,P6_HIT,P6_DID_PLAY,P6_STATUS,P7_ACTUAL,P7_RESULT_LINE,P7_HIT,P7_DID_PLAY,P7_STATUS,P8_ACTUAL,P8_RESULT_LINE,P8_HIT,P8_DID_PLAY,P8_STATUS,P9_ACTUAL,P9_RESULT_LINE,P9_HIT,P9_DID_PLAY,P9_STATUS,P10_ACTUAL,P10_RESULT_LINE,P10_HIT,P10_DID_PLAY,P10_STATUS,P11_ACTUAL,P11_RESULT_LINE,P11_HIT,P11_DID_PLAY,P11_STATUS,P12_ACTUAL,P12_RESULT_LINE,P12_HIT,P12_DID_PLAY,P12_STATUS,P13_ACTUAL,P13_RESULT_LINE,P13_HIT,P13_DID_PLAY,P13_STATUS,P14_ACTUAL,P14_RESULT_LINE,P14_HIT,P14_DID_PLAY,P14_STATUS,P15_ACTUAL,P15_RESULT_LINE,P15_HIT,P15_DID_PLAY,P15_STATUS,PARLAY_HIT,PARLAY_STATUS,PARLAY_RESOLVED_LEGS,PARLAY_HITS,PARLAY_MISSES,PARLAY_DNP_LEGS,PARLAY_PENDING_LEGS
2026-06-02,full,15,0.0007643686066673,0.0003535123015049,2828.7558756592603,282776,0.0004108563051623,0.0007643686066673,Jarren Duran,boston red sox,HRR,1.5,-132,0.6739003834121899,0.1049348661708106,0.6699883527392149,0aecf375a07f34755e00a1ba7fb63c16,Ben Rice,new york yankees,HRR,1.5,-120,0.6223043831168832,0.0768498376623377,0.6225200324675326,286c7b1ca015708320800e8f2a9bf4de,Trevor McDonald,san francisco giants,K,4.5,-127,0.6384058370044055,0.0789344713656389,0.6293333700440531,28a4a80f7b04c4d03f249c8cb82ad092,Juan Soto,new york mets,HRR,1.5,-112,0.607799516538288,0.0794976297458351,0.609175555215225,2fa44becfc394386d661eff0256111d3,Freddie Freeman,los angeles dodgers,HRR,1.5,-135,0.5823866428341162,0.0079185577277332,0.585795711407387,4ff70f42672aed275f8d6a3a5c9f5321,Yandy Diaz,tampa bay rays,HRR,1.5,-144,0.6167280444964872,0.0265641100702577,0.6173898009367683,507ec1a59ca1a2aa1386a2dbe2fbfa7b,Connor Prielipp,minnesota twins,K,4.5,-147,0.5473203441295547,-0.0478213562753035,0.5455347165991904,6c525054ef6bbee384a6400f05a7ef19,Nick Kurtz,athletics,HRR,1.5,-110,0.558810064935065,0.0350005411255411,0.5641052597402599,7303b906ec24908bb3cff071bf340eec,Ezequiel Duran,texas rangers,HRR,1.5,-103,0.5807114168159427,0.0733222542543663,0.5842545034706674,748fa098c21c17715ebec1653befb6c2,Alec Bohm,philadelphia phillies,H,0.5,-254,0.7122725571391885,-0.0052415671545968,0.6262907525680534,74f3bd29e00a7932dfcd53369f030251,James Wood,washington nationals,HRR,1.5,-130,0.5507482883963862,-0.0144691029079615,0.5566884253246754,7b042ea490ee94f3a5fae88a241e0c70,Troy Johnston,colorado rockies,H,0.5,-192,0.6731945620589456,0.0156603154836031,0.5903389970942299,8e66855f2231ccc68e5ba0ad7f2091a5,Spencer Steer,cincinnati reds,H,0.5,-217,0.7483846764431449,0.0638420896923562,0.6595139023276932,996682744f55836e619953bc8cfd16ef,Nathan Lukes,toronto blue jays,H,0.5,-220,0.6951965909090908,0.0076965909090908,0.6105808636363635,d151ae8d551dafc26e657e34d0b4cff3,Ryan O'Hearn,pittsburgh pirates,HRR,1.5,-134,0.5359241314241315,-0.036725441225441,0.5430502009102011,e73fadc7fb7502608603de6dfce34fac,2.0,1.5,1.0,True,HIT,2.0,1.5,1.0,True,HIT,4.0,4.5,0.0,True,MISS,1.0,1.5,0.0,True,MISS,6.0,1.5,1.0,True,HIT,0.0,1.5,0.0,True,MISS,7.0,4.5,1.0,True,HIT,3.0,1.5,1.0,True,HIT,0.0,1.5,0.0,True,MISS,0.0,0.5,0.0,True,MISS,0.0,1.5,0.0,True,MISS,2.0,0.5,1.0,True,HIT,2.0,0.5,1.0,True,HIT,2.0,0.5,1.0,True,HIT,2.0,1.5,1.0,True,HIT,0,MISS,15,9,6,0,0
