DATE,SLATE,STYLE,NUM_LEGS,PARLAY_MODEL_PROB,PARLAY_BOOK_PROB,PARLAY_DECIMAL,PARLAY_AMERICAN,PARLAY_EDGE,PARLAY_SCORE,P1_PLAYER,P1_TEAM,P1_MARKET,P1_LINE,P1_ODDS,P1_PROB,P1_EDGE,P1_LEG_SCORE,P1_GAME,P2_PLAYER,P2_TEAM,P2_MARKET,P2_LINE,P2_ODDS,P2_PROB,P2_EDGE,P2_LEG_SCORE,P2_GAME,P1_ACTUAL,P1_RESULT_LINE,P1_HIT,P1_DID_PLAY,P1_STATUS,P2_ACTUAL,P2_RESULT_LINE,P2_HIT,P2_DID_PLAY,P2_STATUS,PARLAY_HIT,PARLAY_STATUS,PARLAY_RESOLVED_LEGS,PARLAY_HITS,PARLAY_MISSES,PARLAY_DNP_LEGS,PARLAY_PENDING_LEGS
2026-06-02,full,SAFE,2,0.4302219383298489,0.3183199149324017,3.141493676926748,214,0.1119020233974472,0.4573946090972631,Jarren Duran,boston red sox,HRR,1.5,-132,0.6739003834121899,0.1049348661708106,0.6839883527392149,0aecf375a07f34755e00a1ba7fb63c16,Trevor McDonald,san francisco giants,K,4.5,-127,0.6384058370044055,0.0789344713656389,0.6293333700440531,28a4a80f7b04c4d03f249c8cb82ad092,2.0,1.5,1.0,True,HIT,4.0,4.5,0.0,True,MISS,0,MISS,2,1,1,0,0
