DATE,SLATE,STYLE,NUM_LEGS,PARLAY_MODEL_PROB,PARLAY_BOOK_PROB,PARLAY_DECIMAL,PARLAY_AMERICAN,PARLAY_EDGE,PARLAY_SCORE,P1_PLAYER,P1_TEAM,P1_MARKET,P1_LINE,P1_ODDS,P1_PROB,P1_EDGE,P1_LEG_SCORE,P1_GAME,P2_PLAYER,P2_TEAM,P2_MARKET,P2_LINE,P2_ODDS,P2_PROB,P2_EDGE,P2_LEG_SCORE,P2_GAME,P3_PLAYER,P3_TEAM,P3_MARKET,P3_LINE,P3_ODDS,P3_PROB,P3_EDGE,P3_LEG_SCORE,P3_GAME,P1_ACTUAL,P1_RESULT_LINE,P1_HIT,P1_DID_PLAY,P1_STATUS,P2_ACTUAL,P2_RESULT_LINE,P2_HIT,P2_DID_PLAY,P2_STATUS,P3_ACTUAL,P3_RESULT_LINE,P3_HIT,P3_DID_PLAY,P3_STATUS,PARLAY_HIT,PARLAY_STATUS,PARLAY_RESOLVED_LEGS,PARLAY_HITS,PARLAY_MISSES,PARLAY_DNP_LEGS,PARLAY_PENDING_LEGS
2026-06-02,full,RISKY,3,0.2677289979357063,0.1736290445085827,5.759405074365704,476,0.0940999534271236,0.3657183498307333,Jarren Duran,boston red sox,HRR,1.5,-132,0.6739003834121899,0.1049348661708106,0.6530763220662396,0aecf375a07f34755e00a1ba7fb63c16,Ben Rice,new york yankees,HRR,1.5,-120,0.6223043831168832,0.0768498376623377,0.6097356818181819,286c7b1ca015708320800e8f2a9bf4de,Trevor McDonald,san francisco giants,K,4.5,-127,0.6384058370044055,0.0789344713656389,0.5902609030837006,28a4a80f7b04c4d03f249c8cb82ad092,2.0,1.5,1.0,True,HIT,2.0,1.5,1.0,True,HIT,4.0,4.5,0.0,True,MISS,0,MISS,3,2,1,0,0
