DATE,SLATE,STYLE,NUM_LEGS,PARLAY_MODEL_PROB,PARLAY_BOOK_PROB,PARLAY_DECIMAL,PARLAY_AMERICAN,PARLAY_EDGE,PARLAY_SCORE,P1_PLAYER,P1_TEAM,P1_MARKET,P1_LINE,P1_ODDS,P1_PROB,P1_EDGE,P1_LEG_SCORE,P1_GAME,P2_PLAYER,P2_TEAM,P2_MARKET,P2_LINE,P2_ODDS,P2_PROB,P2_EDGE,P2_LEG_SCORE,P2_GAME,P3_PLAYER,P3_TEAM,P3_MARKET,P3_LINE,P3_ODDS,P3_PROB,P3_EDGE,P3_LEG_SCORE,P3_GAME
2026-06-02,full,RISKY,3,0.26772899793570637,0.17362904450858271,5.759405074365704,476,0.09409995342712366,0.3657183498307333,Jarren Duran,boston red sox,HRR,1.5,-132,0.6739003834121899,0.1049348661708106,0.6530763220662396,0aecf375a07f34755e00a1ba7fb63c16,Ben Rice,new york yankees,HRR,1.5,-120,0.6223043831168832,0.0768498376623377,0.6097356818181819,286c7b1ca015708320800e8f2a9bf4de,Trevor McDonald,san francisco giants,K,4.5,-127,0.6384058370044055,0.0789344713656389,0.5902609030837006,28a4a80f7b04c4d03f249c8cb82ad092
