DATE,SLATE,STYLE,NUM_LEGS,PARLAY_MODEL_PROB,PARLAY_BOOK_PROB,PARLAY_DECIMAL,PARLAY_AMERICAN,PARLAY_EDGE,PARLAY_SCORE,P1_PLAYER,P1_TEAM,P1_MARKET,P1_LINE,P1_ODDS,P1_PROB,P1_EDGE,P1_LEG_SCORE,P1_GAME,P2_PLAYER,P2_TEAM,P2_MARKET,P2_LINE,P2_ODDS,P2_PROB,P2_EDGE,P2_LEG_SCORE,P2_GAME
2026-06-02,full,LADDER,2,0.4302219383298489,0.3183199149324017,3.1414936769267476,214,0.1119020233974472,0.4697887932842203,Jarren Duran,boston red sox,HRR,1.5,-132,0.6739003834121899,0.1049348661708106,0.6675103450709711,0aecf375a07f34755e00a1ba7fb63c16,Trevor McDonald,san francisco giants,K,4.5,-127,0.6384058370044055,0.0789344713656389,0.632565253303965,28a4a80f7b04c4d03f249c8cb82ad092
