PITCHER_ID,PITCHER_NAME,TEAM,STRIKEOUTS,WALKS_ALLOWED,HITS_ALLOWED,HOME_RUNS_ALLOWED,EARNED_RUNS,BATTERS_FACED,PITCH_COUNT,INNINGS,K_PER_9,BB_PER_9,HR_PER_9,ERA
670329,Rico Garcia,baltimore orioles,19,5,4,1,2,62,235,17.666666666666668,9.679245283018867,2.5471698113207544,0.5094339622641509,1.0188679245283019
641755,Tyler Kinley,atlanta braves,19,8,11,2,5,70,286,17.0,10.058823529411764,4.235294117647059,1.0588235294117647,2.6470588235294117
656945,Tanner Scott,los angeles dodgers,19,3,9,2,3,61,236,16.666666666666668,10.26,1.6199999999999999,1.0799999999999998,1.6199999999999999
676263,Jack Dreyer,los angeles dodgers,19,5,13,2,7,66,261,16.333333333333332,10.469387755102042,2.7551020408163267,1.1020408163265307,3.857142857142857
676477,Garrett Whitlock,boston red sox,19,6,14,2,6,69,273,16.333333333333332,10.469387755102042,3.306122448979592,1.1020408163265307,3.306122448979592
657097,Jacob Webb,chicago cubs,19,7,18,3,6,71,299,15.666666666666666,10.914893617021278,4.021276595744681,1.723404255319149,3.446808510638298
677053,Andrew Nardi,miami marlins,19,11,17,4,12,73,277,15.666666666666666,10.914893617021278,6.319148936170213,2.297872340425532,6.893617021276596
680573,Simeon Woods Richardson,minnesota twins,18,15,48,8,25,166,610,35.666666666666664,4.542056074766355,3.7850467289719627,2.018691588785047,6.308411214953272
693686,Spencer Miles,toronto blue jays,18,8,21,3,13,92,360,21.0,7.714285714285714,3.4285714285714284,1.2857142857142858,5.571428571428571
669330,Tyler Wells,baltimore orioles,18,5,22,3,11,87,336,20.333333333333332,7.967213114754099,2.2131147540983607,1.3278688524590165,4.868852459016393
679358,Eric Orze,minnesota twins,18,8,21,0,12,85,332,19.666666666666668,8.23728813559322,3.661016949152542,0.0,5.491525423728813
667463,John King,miami marlins,18,5,5,2,3,69,249,19.333333333333332,8.379310344827587,2.327586206896552,0.9310344827586208,1.396551724137931
663574,Tony Santillan,cincinnati reds,18,10,13,3,6,72,264,17.333333333333332,9.346153846153847,5.1923076923076925,1.5576923076923077,3.1153846153846154
669622,Anthony Bender,miami marlins,18,8,13,1,9,72,280,16.333333333333332,9.918367346938776,4.408163265306123,0.5510204081632654,4.959183673469388
663738,Daniel Lynch IV,kansas city royals,18,5,7,1,3,61,243,15.666666666666666,10.340425531914894,2.872340425531915,0.574468085106383,1.723404255319149
677955,Jaden Hill,colorado rockies,18,11,15,1,8,74,284,15.666666666666666,10.340425531914894,6.319148936170213,0.574468085106383,4.595744680851064
681895,Evan Sisk,pittsburgh pirates,18,7,15,1,4,68,291,15.666666666666666,10.340425531914894,4.021276595744681,0.574468085106383,2.297872340425532
548384,Brooks Raley,new york mets,18,7,11,2,4,65,252,15.333333333333334,10.565217391304348,4.108695652173913,1.1739130434782608,2.3478260869565215
621383,Tanner Banks,philadelphia phillies,18,10,27,1,13,83,325,15.333333333333332,10.56521739130435,5.869565217391305,0.5869565217391305,7.630434782608696
656730,Trevor Megill,milwaukee brewers,18,5,11,0,8,63,246,15.0,10.8,3.0,0.0,4.8
547973,Aroldis Chapman,boston red sox,18,3,9,0,1,55,211,14.666666666666666,11.045454545454547,1.840909090909091,0.0,0.6136363636363636
668964,Tobias Myers,new york mets,17,5,19,2,7,94,332,24.0,6.375,1.875,0.75,2.625
592836,Taijuan Walker,philadelphia phillies,17,11,36,8,23,115,424,22.666666666666668,6.75,4.367647058823529,3.176470588235294,9.13235294117647
702275,JR Ritchie,atlanta braves,17,13,20,4,13,96,362,21.333333333333332,7.171875,5.484375,1.6875,5.484375
663372,Ryan Feltner,colorado rockies,17,8,22,5,14,88,326,20.0,7.65,3.6,2.25,6.3
694361,Will Klein,los angeles dodgers,17,6,15,0,5,74,286,18.333333333333332,8.345454545454546,2.9454545454545458,0.0,2.4545454545454546
596133,Luke Weaver,new york mets,17,4,13,2,8,72,274,18.0,8.5,2.0,1.0,4.0
678022,Jack Perkins,athletics,17,3,12,0,4,70,260,17.666666666666668,8.660377358490566,1.5283018867924527,0.0,2.0377358490566038
679883,Luinder Avila,kansas city royals,17,9,19,2,8,74,315,17.0,9.0,4.764705882352941,1.0588235294117647,4.235294117647059
687911,Bryan King,houston astros,17,6,19,1,7,77,301,17.0,9.0,3.176470588235294,0.5294117647058824,3.7058823529411766
643410,Mark Leiter Jr.,athletics,17,7,20,2,13,77,288,16.666666666666664,9.180000000000001,3.7800000000000007,1.08,7.020000000000001
656848,Michael Petersen,miami marlins,17,10,10,1,6,69,277,16.333333333333332,9.36734693877551,5.510204081632653,0.5510204081632654,3.306122448979592
673929,Jordan Leasure,chicago white sox,17,8,12,5,11,68,277,16.333333333333332,9.36734693877551,4.408163265306123,2.7551020408163267,6.061224489795919
641329,Bryan Baker,tampa bay rays,17,3,10,1,4,60,248,15.666666666666666,9.76595744680851,1.723404255319149,0.574468085106383,2.297872340425532
702056,Trey Yesavage,toronto blue jays,17,3,11,0,1,60,251,15.333333333333332,9.978260869565219,1.7608695652173914,0.0,0.5869565217391305
623149,Paul Sewald,arizona diamondbacks,17,3,6,3,5,53,208,14.666666666666666,10.431818181818182,1.840909090909091,1.840909090909091,3.0681818181818183
668390,Cole Winn,texas rangers,17,6,12,3,8,63,250,14.666666666666666,10.431818181818182,3.681818181818182,1.840909090909091,4.909090909090909
621237,José Alvarado,philadelphia phillies,17,7,23,1,11,74,292,14.333333333333332,10.674418604651164,4.395348837209303,0.627906976744186,6.906976744186047
681911,Alex Vesia,los angeles dodgers,17,6,4,0,2,52,222,14.0,10.928571428571429,3.857142857142857,0.0,1.2857142857142858
622554,Seranthony Domínguez,chicago white sox,17,9,8,3,6,60,257,13.666666666666666,11.195121951219512,5.926829268292683,1.975609756097561,3.951219512195122
