PITCHER_ID,PITCHER_NAME,TEAM,STRIKEOUTS,WALKS_ALLOWED,HITS_ALLOWED,HOME_RUNS_ALLOWED,EARNED_RUNS,BATTERS_FACED,PITCH_COUNT,INNINGS,K_PER_9,BB_PER_9,HR_PER_9,ERA
519242,Chris Sale,atlanta braves,57,12,30,5,11,189,740,49.0,10.46938775510204,2.204081632653061,0.9183673469387755,2.020408163265306
677952,Braxton Ashcraft,pittsburgh pirates,56,14,36,4,16,187,684,47.666666666666664,10.573426573426573,2.6433566433566433,0.7552447552447553,3.0209790209790213
666200,Jesús Luzardo,philadelphia phillies,56,11,48,4,25,195,767,46.666666666666664,10.8,2.1214285714285714,0.7714285714285715,4.821428571428572
695505,Chase Burns,cincinnati reds,55,13,32,6,11,181,718,47.0,10.53191489361702,2.4893617021276597,1.148936170212766,2.106382978723404
701542,Will Warren,new york yankees,54,12,44,4,13,201,784,48.666666666666664,9.986301369863014,2.219178082191781,0.7397260273972603,2.404109589041096
660271,Shohei Ohtani,los angeles dodgers,53,15,24,2,5,187,749,48.0,9.9375,2.8125,0.375,0.9375
671737,Taj Bradley,minnesota twins,52,17,39,5,15,199,804,47.0,9.957446808510639,3.25531914893617,0.9574468085106383,2.872340425531915
672282,Reid Detmers,los angeles angels,52,11,45,3,27,195,760,45.666666666666664,10.248175182481752,2.167883211678832,0.5912408759124088,5.321167883211679
677960,Ryan Weathers,new york yankees,52,10,43,8,18,181,721,44.0,10.636363636363637,2.0454545454545454,1.6363636363636365,3.6818181818181817
694738,Landen Roupp,san francisco giants,50,21,41,1,23,205,847,49.666666666666664,9.060402684563758,3.8053691275167787,0.18120805369127518,4.167785234899329
800048,Parker Messick,cleveland guardians,50,13,32,5,13,177,702,46.333333333333336,9.712230215827338,2.5251798561151078,0.9712230215827338,2.5251798561151078
608379,Michael Wacha,kansas city royals,49,21,46,5,22,225,827,55.333333333333336,7.969879518072289,3.4156626506024095,0.8132530120481928,3.578313253012048
669302,Logan Gilbert,seattle mariners,49,12,52,8,21,209,823,50.0,8.82,2.16,1.44,3.78
592332,Kevin Gausman,toronto blue jays,48,11,43,5,18,207,815,51.666666666666664,8.361290322580645,1.9161290322580646,0.8709677419354839,3.135483870967742
650633,Michael King,san diego padres,48,20,31,3,13,183,746,46.666666666666664,9.257142857142858,3.857142857142857,0.5785714285714286,2.507142857142857
691587,Eury Pérez,miami marlins,48,16,37,6,18,173,695,40.333333333333336,10.710743801652892,3.570247933884297,1.3388429752066116,4.016528925619834
592662,Robbie Ray,san francisco giants,47,18,44,9,23,202,860,48.0,8.8125,3.375,1.6875,4.3125
607192,Tyler Glasnow,los angeles dodgers,47,13,19,4,11,144,580,38.666666666666664,10.939655172413794,3.0258620689655173,0.9310344827586208,2.560344827586207
669022,MacKenzie Gore,texas rangers,47,20,32,5,20,159,672,35.666666666666664,11.859813084112151,5.046728971962617,1.2616822429906542,5.046728971962617
676440,Tanner Bibee,cleveland guardians,46,18,52,7,24,224,887,53.333333333333336,7.762499999999999,3.0374999999999996,1.18125,4.05
693821,Bryce Elder,atlanta braves,46,17,43,3,16,215,759,52.333333333333336,7.910828025477707,2.9235668789808917,0.5159235668789809,2.751592356687898
676974,Max Meyer,miami marlins,46,15,28,2,11,176,687,43.0,9.627906976744185,3.13953488372093,0.4186046511627907,2.302325581395349
676917,Cade Cavalli,washington nationals,46,20,47,1,18,188,740,39.666666666666664,10.436974789915967,4.53781512605042,0.22689075630252103,4.084033613445379
690986,Kyle Harrison,milwaukee brewers,46,10,25,2,7,143,613,36.666666666666664,11.290909090909091,2.4545454545454546,0.49090909090909096,1.7181818181818183
624133,Ranger Suarez,boston red sox,45,15,39,3,17,192,748,48.33333333333333,8.379310344827587,2.7931034482758625,0.5586206896551724,3.1655172413793107
680694,Kyle Bradish,baltimore orioles,45,27,50,6,23,207,834,46.333333333333336,8.741007194244604,5.244604316546762,1.1654676258992804,4.467625899280575
684007,Shota Imanaga,chicago cubs,45,13,34,5,20,183,724,45.666666666666664,8.868613138686133,2.562043795620438,0.9854014598540146,3.9416058394160585
669373,Tarik Skubal,detroit tigers,45,6,35,2,13,166,626,43.333333333333336,9.346153846153845,1.2461538461538462,0.41538461538461535,2.6999999999999997
605400,Aaron Nola,philadelphia phillies,45,13,49,6,25,184,717,42.333333333333336,9.566929133858267,2.763779527559055,1.2755905511811023,5.314960629921259
663623,Jake Irvin,washington nationals,45,16,35,5,20,172,691,38.666666666666664,10.474137931034484,3.724137931034483,1.163793103448276,4.655172413793104
681347,Mike Burrows,houston astros,44,17,60,11,31,223,815,50.666666666666664,7.815789473684211,3.0197368421052633,1.9539473684210527,5.506578947368421
680732,Sean Burke,chicago white sox,43,13,39,3,15,199,801,49.666666666666664,7.791946308724833,2.3557046979865772,0.5436241610738255,2.7181208053691277
813349,Connelly Early,boston red sox,43,21,40,7,18,206,806,49.0,7.8979591836734695,3.857142857142857,1.2857142857142858,3.306122448979592
663436,Davis Martin,chicago white sox,43,8,37,2,8,169,628,44.0,8.795454545454545,1.6363636363636365,0.4090909090909091,1.6363636363636365
622663,Luis Severino,athletics,43,25,39,5,20,186,768,43.333333333333336,8.930769230769231,5.192307692307692,1.0384615384615383,4.153846153846153
607625,Seth Lugo,kansas city royals,42,15,45,2,15,199,750,49.666666666666664,7.610738255033557,2.7181208053691277,0.36241610738255037,2.7181208053691277
605488,Jeffrey Springs,athletics,42,13,36,7,19,181,696,43.666666666666664,8.656488549618322,2.6793893129770994,1.4427480916030535,3.9160305343511452
663460,Kris Bubic,kansas city royals,42,19,27,3,15,163,631,40.666666666666664,9.295081967213115,4.204918032786885,0.6639344262295083,3.319672131147541
642547,Freddy Peralta,new york mets,42,16,30,4,15,164,651,38.333333333333336,9.86086956521739,3.7565217391304344,0.9391304347826086,3.5217391304347823
801403,Chase Dollander,colorado rockies,42,12,31,4,14,156,626,37.33333333333333,10.125000000000002,2.8928571428571432,0.9642857142857144,3.3750000000000004
645261,Sandy Alcantara,miami marlins,41,18,56,5,27,244,871,58.666666666666664,6.2897727272727275,2.7613636363636367,0.7670454545454546,4.142045454545455
686218,Emmet Sheehan,los angeles dodgers,41,10,40,10,24,172,692,41.333333333333336,8.92741935483871,2.1774193548387095,2.1774193548387095,5.225806451612903
669387,Carmen Mlodzinski,pittsburgh pirates,41,14,42,1,18,173,701,39.0,9.461538461538462,3.230769230769231,0.23076923076923078,4.153846153846154
663554,Casey Mize,detroit tigers,41,12,28,2,10,142,531,35.0,10.542857142857143,3.085714285714286,0.5142857142857142,2.5714285714285716
666142,Cole Ragans,kansas city royals,41,21,26,10,19,138,581,32.333333333333336,11.412371134020617,5.845360824742268,2.783505154639175,5.288659793814433
592791,Jameson Taillon,chicago cubs,40,16,37,13,23,185,725,45.333333333333336,7.941176470588235,3.176470588235294,2.580882352941176,4.566176470588235
641816,Tyler Mahle,san francisco giants,40,18,45,7,26,181,698,41.0,8.78048780487805,3.951219512195122,1.5365853658536586,5.7073170731707314
669923,George Kirby,seattle mariners,39,12,45,4,17,204,730,52.0,6.75,2.076923076923077,0.6923076923076923,2.9423076923076925
608331,Max Fried,new york yankees,39,14,30,1,14,178,676,46.333333333333336,7.575539568345324,2.7194244604316546,0.19424460431654675,2.7194244604316546
669358,Shane Baz,baltimore orioles,39,19,46,5,22,198,760,45.666666666666664,7.686131386861314,3.7445255474452557,0.9854014598540146,4.335766423357664
665795,Edward Cabrera,chicago cubs,39,16,43,5,16,187,698,44.333333333333336,7.917293233082706,3.2481203007518795,1.0150375939849623,3.2481203007518795
543135,Nathan Eovaldi,texas rangers,39,10,43,9,21,173,628,39.666666666666664,8.84873949579832,2.26890756302521,2.0420168067226894,4.764705882352941
663556,Shane McClanahan,tampa bay rays,39,15,31,2,15,163,640,39.0,9.0,3.4615384615384617,0.46153846153846156,3.4615384615384617
647336,Michael Soroka,arizona diamondbacks,39,9,39,3,18,158,630,36.666666666666664,9.572727272727274,2.2090909090909094,0.7363636363636364,4.418181818181819
694973,Paul Skenes,pittsburgh pirates,39,7,22,4,12,133,548,34.0,10.323529411764707,1.8529411764705883,1.0588235294117647,3.176470588235294
686799,Jack Kochanowicz,los angeles angels,38,29,37,3,20,216,822,49.666666666666664,6.885906040268456,5.25503355704698,0.5436241610738255,3.6241610738255035
664285,Framber Valdez,detroit tigers,38,19,50,5,26,218,783,48.333333333333336,7.075862068965517,3.5379310344827584,0.9310344827586207,4.841379310344827
656492,Foster Griffin,washington nationals,38,14,37,7,15,187,735,44.666666666666664,7.656716417910448,2.82089552238806,1.41044776119403,3.0223880597014925
622491,Luis Castillo,seattle mariners,38,17,46,4,27,191,786,41.666666666666664,8.208,3.672,0.8640000000000001,5.832000000000001
656849,David Peterson,new york mets,38,15,42,2,24,174,610,38.33333333333333,8.921739130434784,3.521739130434783,0.4695652173913044,5.6347826086956525
676879,Aaron Ashby,milwaukee brewers,38,15,22,1,8,106,427,23.666666666666664,14.450704225352114,5.704225352112677,0.3802816901408451,3.042253521126761
693433,Bryan Woo,seattle mariners,37,8,41,6,21,188,657,47.0,7.085106382978723,1.5319148936170213,1.148936170212766,4.0212765957446805
656876,Drew Rasmussen,tampa bay rays,37,6,27,6,12,147,576,36.666666666666664,9.081818181818182,1.4727272727272729,1.4727272727272729,2.9454545454545458
676979,Garrett Crochet,boston red sox,37,11,33,5,21,138,518,30.0,11.1,3.3,1.5,6.3
669461,Matthew Liberatore,st. louis cardinals,36,16,51,8,22,201,755,46.0,7.043478260869565,3.130434782608696,1.565217391304348,4.304347826086956
681190,Randy Vásquez,san diego padres,36,16,39,5,17,182,703,43.666666666666664,7.419847328244275,3.2977099236641223,1.0305343511450382,3.50381679389313
696149,Bubba Chandler,pittsburgh pirates,36,28,33,5,22,176,691,39.0,8.307692307692308,6.461538461538462,1.1538461538461537,5.076923076923077
676282,Joey Cantillo,cleveland guardians,36,16,32,5,16,145,590,34.333333333333336,9.436893203883495,4.194174757281553,1.3106796116504853,4.194174757281553
671096,Andrew Abbott,cincinnati reds,35,23,55,8,26,228,900,51.666666666666664,6.096774193548387,4.006451612903226,1.3935483870967742,4.529032258064516
571927,Steven Matz,tampa bay rays,35,17,38,7,23,184,730,44.333333333333336,7.105263157894736,3.451127819548872,1.4210526315789473,4.669172932330826
657277,Logan Webb,san francisco giants,35,14,43,4,22,182,645,43.0,7.325581395348837,2.9302325581395348,0.8372093023255814,4.604651162790698
656605,Mitch Keller,pittsburgh pirates,34,13,35,2,17,185,699,46.666666666666664,6.557142857142858,2.507142857142857,0.38571428571428573,3.278571428571429
691725,Andrew Painter,philadelphia phillies,34,12,47,5,23,173,682,38.333333333333336,7.982608695652173,2.817391304347826,1.1739130434782608,5.3999999999999995
669372,J.T. Ginn,athletics,33,15,25,5,16,151,581,37.33333333333333,7.955357142857144,3.616071428571429,1.205357142857143,3.8571428571428577
621121,Lance McCullers Jr.,houston astros,33,17,26,4,22,133,536,31.333333333333332,9.47872340425532,4.882978723404255,1.148936170212766,6.319148936170213
579328,Yusei Kikuchi,los angeles angels,33,14,35,3,20,142,567,31.0,9.580645161290322,4.064516129032258,0.8709677419354839,5.806451612903226
686973,Louis Varland,toronto blue jays,33,5,17,0,2,79,348,20.666666666666668,14.370967741935482,2.1774193548387095,0.0,0.8709677419354839
695243,Mason Miller,san diego padres,33,6,7,0,2,66,274,18.0,16.5,3.0,0.0,1.0
593958,Eduardo Rodriguez,arizona diamondbacks,32,20,37,4,12,193,751,45.666666666666664,6.306569343065694,3.9416058394160585,0.7883211678832117,2.3649635036496353
677944,Slade Cecconi,cleveland guardians,32,15,48,9,28,190,699,43.0,6.6976744186046515,3.13953488372093,1.8837209302325582,5.8604651162790695
702070,Noah Cameron,kansas city royals,32,12,44,5,21,164,599,36.666666666666664,7.854545454545455,2.9454545454545458,1.2272727272727273,5.154545454545455
607536,Kyle Freeland,colorado rockies,32,11,40,7,22,161,607,35.333333333333336,8.150943396226415,2.80188679245283,1.7830188679245282,5.60377358490566
656546,Jeff Hoffman,toronto blue jays,32,7,24,2,10,87,344,18.666666666666668,15.428571428571427,3.375,0.9642857142857142,4.821428571428571
605280,Clay Holmes,new york mets,31,14,28,3,8,168,630,42.666666666666664,6.5390625,2.953125,0.6328125,1.6875
669194,Ryne Nelson,arizona diamondbacks,31,15,40,9,26,174,636,38.333333333333336,7.278260869565217,3.5217391304347823,2.1130434782608694,6.104347826086956
677958,Kumar Rocker,texas rangers,31,13,34,3,15,155,578,36.333333333333336,7.678899082568807,3.2201834862385317,0.7431192660550459,3.715596330275229
621111,Walker Buehler,san diego padres,31,12,37,2,21,155,603,35.666666666666664,7.822429906542056,3.0280373831775704,0.5046728971962617,5.299065420560748
623454,Drew Anderson,detroit tigers,31,11,21,3,12,111,433,26.666666666666668,10.4625,3.7125,1.0125,4.05
571510,Matthew Boyd,chicago cubs,31,6,25,2,16,100,430,24.0,11.625,2.25,0.75,6.0
672456,Keider Montero,detroit tigers,30,11,31,4,16,174,635,44.666666666666664,6.044776119402985,2.2164179104477615,0.8059701492537313,3.2238805970149254
676083,Janson Junk,miami marlins,30,8,40,5,20,178,668,43.33333333333333,6.230769230769232,1.6615384615384616,1.0384615384615385,4.153846153846154
669160,Dustin May,st. louis cardinals,30,7,42,1,15,162,601,40.333333333333336,6.694214876033057,1.56198347107438,0.22314049586776857,3.3471074380165287
669432,Trevor Rogers,baltimore orioles,30,12,42,3,23,155,624,34.0,7.9411764705882355,3.176470588235294,0.7941176470588235,6.088235294117647
607067,Colin Rea,chicago cubs,30,9,34,3,16,142,551,32.66666666666667,8.265306122448978,2.4795918367346936,0.8265306122448979,4.408163265306122
687075,Brandon Sproat,milwaukee brewers,30,18,31,8,23,136,532,31.333333333333332,8.617021276595745,5.170212765957447,2.297872340425532,6.6063829787234045
676962,Ben Brown,chicago cubs,30,10,25,1,9,126,483,30.666666666666668,8.804347826086957,2.934782608695652,0.2934782608695652,2.641304347826087
680802,Ryan Weiss,houston astros,30,20,35,8,22,131,530,26.0,10.384615384615385,6.923076923076923,2.769230769230769,7.615384615384615
650644,Aaron Civale,athletics,29,12,44,7,17,179,679,41.666666666666664,6.264,2.592,1.512,3.672
641927,Bailey Ober,minnesota twins,29,13,30,4,15,157,605,38.0,6.868421052631579,3.0789473684210527,0.9473684210526315,3.5526315789473686
656550,Grant Holmes,atlanta braves,29,17,32,6,18,160,576,37.333333333333336,6.991071428571428,4.098214285714286,1.4464285714285714,4.339285714285714
527048,Martín Pérez,atlanta braves,29,12,23,4,11,135,523,33.333333333333336,7.829999999999999,3.2399999999999998,1.0799999999999998,2.9699999999999998
662253,Andrés Muñoz,seattle mariners,29,7,16,3,9,76,305,17.666666666666668,14.773584905660377,3.5660377358490565,1.5283018867924527,4.584905660377358
607259,Nick Martinez,tampa bay rays,28,10,33,3,8,168,588,42.0,6.0,2.142857142857143,0.6428571428571429,1.7142857142857142
682052,Jacob Lopez,athletics,28,27,46,7,33,180,710,35.666666666666664,7.065420560747664,6.813084112149533,1.766355140186916,8.327102803738319
691799,Grant Taylor,chicago white sox,28,6,17,0,5,76,320,17.666666666666664,14.264150943396228,3.056603773584906,0.0,2.5471698113207553
681517,Kyle Leahy,st. louis cardinals,27,13,44,6,19,159,595,34.666666666666664,7.009615384615385,3.3750000000000004,1.5576923076923077,4.932692307692308
663978,Chris Paddack,miami marlins,27,10,41,6,26,146,585,30.666666666666668,7.923913043478261,2.934782608695652,1.7608695652173911,7.630434782608695
640455,Sean Manaea,new york mets,27,11,27,4,17,119,483,27.0,9.0,3.6666666666666665,1.3333333333333333,5.666666666666667
681870,Erik Sabrowski,cleveland guardians,27,9,7,1,4,64,273,16.0,15.1875,5.0625,0.5625,2.25
700241,Michael McGreevy,st. louis cardinals,26,11,43,6,16,196,793,50.333333333333336,4.6490066225165565,1.9668874172185429,1.0728476821192052,2.8609271523178808
695076,Rhett Lowder,cincinnati reds,26,14,35,1,20,153,592,35.333333333333336,6.6226415094339615,3.5660377358490565,0.25471698113207547,5.094339622641509
669467,Andre Pallante,st. louis cardinals,26,14,28,4,14,138,539,31.333333333333332,7.468085106382979,4.021276595744681,1.148936170212766,4.021276595744681
808963,Roki Sasaki,los angeles dodgers,26,15,33,8,19,134,543,28.666666666666668,8.162790697674419,4.709302325581395,2.511627906976744,5.965116279069767
702273,Noah Schultz,chicago white sox,26,12,15,2,9,108,427,26.666666666666664,8.775,4.050000000000001,0.675,3.0375
656427,Jack Flaherty,detroit tigers,26,21,24,5,14,119,507,25.0,9.36,7.56,1.8,5.04
666171,Ryan Zeferjahn,los angeles angels,26,14,13,0,12,96,403,21.333333333333332,10.96875,5.90625,0.0,5.0625
642397,Gregory Soto,pittsburgh pirates,26,6,6,1,3,66,276,18.0,13.0,3.0,0.5,1.5
641793,Zack Littell,washington nationals,25,14,50,14,30,194,658,43.333333333333336,5.192307692307692,2.9076923076923076,2.9076923076923076,6.230769230769231
608372,Tomoyuki Sugano,colorado rockies,25,12,37,8,17,171,658,41.666666666666664,5.4,2.592,1.7280000000000002,3.672
668678,Zac Gallen,arizona diamondbacks,25,11,43,3,18,164,656,38.333333333333336,5.869565217391304,2.5826086956521737,0.7043478260869565,4.226086956521739
694477,Chad Patrick,milwaukee brewers,25,17,34,2,13,155,612,36.666666666666664,6.136363636363637,4.172727272727273,0.49090909090909096,3.190909090909091
641743,Anthony Kay,chicago white sox,25,18,36,6,20,165,696,35.333333333333336,6.367924528301886,4.584905660377358,1.5283018867924527,5.094339622641509
605540,Brandon Woodruff,milwaukee brewers,25,7,23,4,10,121,415,30.0,7.5,2.1,1.2,3.0
625643,Reynaldo López,atlanta braves,25,12,22,4,9,110,432,25.666666666666668,8.766233766233766,4.207792207792208,1.4025974025974026,3.155844155844156
670990,Yohan Ramírez,pittsburgh pirates,25,12,21,2,14,106,386,23.333333333333332,9.642857142857144,4.628571428571429,0.7714285714285715,5.4
643377,Griffin Jax,tampa bay rays,25,11,22,7,15,99,397,23.0,9.782608695652174,4.304347826086956,2.739130434782609,5.869565217391305
663558,Jovani Morán,boston red sox,25,13,13,3,7,96,370,23.0,9.782608695652174,5.086956521739131,1.173913043478261,2.739130434782609
681293,Spencer Arrighetti,houston astros,25,14,15,1,5,101,379,23.0,9.782608695652174,5.478260869565218,0.391304347826087,1.9565217391304348
675848,Juan Mejia,colorado rockies,25,8,25,2,13,90,379,19.666666666666664,11.440677966101696,3.661016949152543,0.9152542372881357,5.949152542372882
669276,Dylan Lee,atlanta braves,25,2,8,0,2,67,275,19.0,11.842105263157896,0.9473684210526315,0.0,0.9473684210526315
607200,Erick Fedde,chicago white sox,24,13,30,8,16,155,595,38.0,5.684210526315789,3.0789473684210527,1.894736842105263,3.789473684210526
547179,Michael Lorenzen,colorado rockies,24,9,50,6,23,164,615,34.0,6.352941176470588,2.3823529411764706,1.588235294117647,6.088235294117647
678394,Brayan Bello,boston red sox,24,16,47,8,27,158,598,32.66666666666667,6.612244897959183,4.408163265306122,2.204081632653061,7.4387755102040805
663969,Tyler Phillips,miami marlins,24,13,19,1,3,105,411,24.333333333333332,8.876712328767123,4.808219178082192,0.36986301369863017,1.1095890410958904
685299,Tanner Gordon,colorado rockies,24,6,34,6,21,109,391,23.333333333333332,9.257142857142858,2.3142857142857145,2.3142857142857145,8.1
696147,Sam Bachman,los angeles angels,24,10,13,2,7,87,325,22.333333333333332,9.671641791044777,4.029850746268657,0.8059701492537313,2.82089552238806
671922,Cade Smith,cleveland guardians,24,4,21,1,7,79,351,18.333333333333332,11.781818181818183,1.9636363636363638,0.49090909090909096,3.4363636363636365
666661,Juan Morillo,arizona diamondbacks,24,5,10,1,4,69,282,17.666666666666664,12.226415094339623,2.5471698113207553,0.509433962264151,2.037735849056604
601713,Nick Pivetta,san diego padres,24,6,12,0,8,66,283,16.0,13.5,3.375,0.0,4.5
571578,Patrick Corbin,toronto blue jays,23,10,30,4,13,122,471,28.666666666666668,7.220930232558139,3.13953488372093,1.255813953488372,4.0813953488372094
608718,Brent Suter,los angeles angels,23,8,24,3,10,104,426,26.0,7.961538461538462,2.769230769230769,1.0384615384615385,3.4615384615384617
663567,Peter Lambert,houston astros,23,11,15,0,6,93,381,22.333333333333332,9.268656716417912,4.432835820895523,0.0,2.4179104477611943
690953,Mick Abel,minnesota twins,23,10,22,0,9,93,357,20.333333333333336,10.180327868852459,4.4262295081967205,0.0,3.9836065573770485
669084,DL Hall,milwaukee brewers,23,15,10,1,3,83,361,20.0,10.35,6.75,0.45,1.35
673540,Kodai Senga,new york mets,23,13,26,5,20,97,367,20.0,10.35,5.85,2.25,9.0
837227,Tatsuya Imai,houston astros,23,13,15,3,12,85,389,19.333333333333332,10.706896551724139,6.051724137931035,1.396551724137931,5.586206896551724
656638,Alex Lange,kansas city royals,23,10,19,2,11,82,340,18.333333333333332,11.290909090909091,4.909090909090909,0.9818181818181819,5.4
656464,Kevin Ginkel,arizona diamondbacks,23,5,15,1,6,71,288,17.666666666666668,11.716981132075471,2.5471698113207544,0.5094339622641509,3.0566037735849054
801139,Payton Tolle,boston red sox,23,6,7,1,4,67,244,17.666666666666668,11.716981132075471,3.0566037735849054,0.5094339622641509,2.0377358490566038
518585,Fernando Cruz,new york yankees,23,11,13,2,5,75,314,17.0,12.176470588235293,5.823529411764706,1.0588235294117647,2.6470588235294117
642207,Devin Williams,new york mets,23,9,15,1,8,62,270,13.0,15.923076923076923,6.230769230769231,0.6923076923076923,5.538461538461538
641778,Eric Lauer,toronto blue jays,22,14,33,8,21,141,522,31.333333333333332,6.319148936170213,4.021276595744681,2.297872340425532,6.031914893617022
694297,Brandon Pfaadt,arizona diamondbacks,22,14,28,5,19,131,481,30.333333333333332,6.527472527472527,4.153846153846154,1.4835164835164836,5.637362637362638
543243,Sonny Gray,boston red sox,22,6,30,3,12,123,470,29.0,6.827586206896552,1.8620689655172413,0.9310344827586207,3.7241379310344827
805123,AJ Blubaugh,houston astros,22,14,18,4,13,107,438,25.0,7.92,5.04,1.44,4.68
678906,Kai-Wei Teng,houston astros,22,7,15,3,6,89,353,23.0,8.608695652173912,2.739130434782609,1.173913043478261,2.347826086956522
656794,Sean Newcomb,chicago white sox,22,8,22,1,10,94,356,22.0,9.0,3.272727272727273,0.4090909090909091,4.090909090909091
656641,Jacob Latz,texas rangers,22,3,7,1,2,76,329,21.666666666666668,9.138461538461538,1.2461538461538462,0.41538461538461535,0.8307692307692307
669199,Lake Bachar,miami marlins,22,7,11,2,6,80,329,20.333333333333332,9.737704918032787,3.098360655737705,0.8852459016393444,2.655737704918033
670970,Adrian Morejon,san diego padres,22,5,23,2,12,89,354,20.333333333333332,9.737704918032787,2.2131147540983607,0.8852459016393444,5.311475409836066
683175,Connor Phillips,cincinnati reds,22,20,11,1,7,92,387,20.0,9.9,9.0,0.45,3.15
663542,Bryan Hudson,chicago white sox,22,8,16,0,2,80,342,19.333333333333332,10.241379310344827,3.724137931034483,0.0,0.9310344827586208
682254,Mason Montgomery,pittsburgh pirates,22,7,13,2,7,60,239,13.333333333333332,14.850000000000001,4.7250000000000005,1.35,4.7250000000000005
622608,Antonio Senzatela,colorado rockies,21,8,18,1,4,102,364,27.0,7.0,2.6666666666666665,0.3333333333333333,1.3333333333333333
669947,Jesse Scholtens,tampa bay rays,21,7,25,4,10,113,412,26.666666666666668,7.0874999999999995,2.3625,1.3499999999999999,3.375
675660,Shane Drohan,milwaukee brewers,21,8,22,1,8,99,364,23.333333333333332,8.1,3.085714285714286,0.38571428571428573,3.085714285714286
663687,Hogan Harris,athletics,21,18,17,2,8,99,404,20.666666666666668,9.14516129032258,7.838709677419354,0.8709677419354839,3.4838709677419355
668933,Graham Ashcraft,cincinnati reds,21,12,13,1,4,82,320,20.333333333333332,9.295081967213115,5.311475409836066,0.4426229508196722,1.7704918032786887
668873,Caleb Kilian,san francisco giants,21,9,10,2,4,77,281,19.333333333333332,9.775862068965518,4.189655172413794,0.9310344827586208,1.8620689655172415
687396,Brent Headrick,new york yankees,21,5,17,0,3,77,290,18.666666666666664,10.125000000000002,2.410714285714286,0.0,1.4464285714285716
656271,Brock Burke,cincinnati reds,21,8,18,1,8,81,314,18.333333333333332,10.30909090909091,3.9272727272727277,0.49090909090909096,3.9272727272727277
664875,Justin Lawrence,pittsburgh pirates,21,7,14,4,9,78,293,17.666666666666664,10.698113207547172,3.566037735849057,2.037735849056604,4.584905660377359
670280,David Bednar,new york yankees,21,8,20,0,7,82,354,17.333333333333332,10.903846153846155,4.153846153846154,0.0,3.634615384615385
592773,Ryne Stanek,st. louis cardinals,21,14,19,1,12,82,367,16.333333333333332,11.571428571428573,7.714285714285714,0.5510204081632654,6.612244897959184
660761,José Suarez,atlanta braves,21,12,22,0,12,79,328,16.333333333333332,11.571428571428573,6.612244897959184,0.0,6.612244897959184
676534,Calvin Faucher,miami marlins,21,18,14,0,12,78,313,15.333333333333334,12.326086956521738,10.565217391304348,0.0,7.0434782608695645
689254,Mason Fluharty,toronto blue jays,21,7,17,1,9,69,278,15.333333333333332,12.32608695652174,4.108695652173913,0.5869565217391305,5.282608695652175
663903,Brady Singer,cincinnati reds,20,9,47,7,20,153,563,32.333333333333336,5.56701030927835,2.5051546391752577,1.9484536082474226,5.56701030927835
605135,Chris Bassitt,baltimore orioles,20,17,44,3,21,156,609,32.0,5.625,4.78125,0.84375,5.90625
571945,Miles Mikolas,washington nationals,20,11,41,8,25,144,539,31.0,5.806451612903226,3.193548387096774,2.3225806451612905,7.258064516129032
518876,Merrill Kelly,arizona diamondbacks,20,17,45,9,26,151,565,30.333333333333332,5.934065934065934,5.043956043956044,2.6703296703296706,7.714285714285714
641835,Tim Mayza,philadelphia phillies,20,7,15,2,9,82,322,19.333333333333332,9.310344827586208,3.2586206896551726,0.9310344827586208,4.189655172413794
689296,Anthony Nunez,baltimore orioles,20,6,20,4,14,84,305,19.0,9.473684210526315,2.8421052631578947,1.894736842105263,6.631578947368421
693855,Ian Seymour,tampa bay rays,20,7,17,1,10,80,304,19.0,9.473684210526315,3.3157894736842106,0.47368421052631576,4.7368421052631575
687570,Connor Prielipp,minnesota twins,20,8,16,2,12,79,350,18.333333333333332,9.818181818181818,3.9272727272727277,0.9818181818181819,5.8909090909090915
686993,Justin Sterner,athletics,20,6,20,3,9,80,310,18.0,10.0,3.0,1.5,4.5
667297,Tommy Nance,toronto blue jays,20,6,13,1,8,67,239,16.333333333333332,11.020408163265307,3.306122448979592,0.5510204081632654,4.408163265306123
669711,Greg Weissert,boston red sox,20,4,19,4,8,71,278,16.0,11.25,2.25,2.25,4.5
650556,Bryan Abreu,houston astros,20,16,13,4,13,67,273,12.666666666666666,14.210526315789474,11.368421052631579,2.8421052631578947,9.236842105263158
664991,Grant Wolfram,baltimore orioles,20,1,17,0,6,58,215,12.333333333333332,14.594594594594597,0.7297297297297298,0.0,4.378378378378379
608566,Germán Márquez,san diego padres,19,12,31,8,19,128,501,29.666666666666668,5.764044943820225,3.640449438202247,2.426966292134831,5.764044943820225
682227,Brandon Williamson,cincinnati reds,19,20,26,4,19,128,518,28.0,6.107142857142857,6.428571428571429,1.2857142857142858,6.107142857142857
695418,Brad Lord,washington nationals,19,6,25,4,11,112,448,26.666666666666668,6.4125,2.025,1.3499999999999999,3.7125
680755,Braydon Fisher,toronto blue jays,19,7,15,1,6,76,307,20.0,8.55,3.15,0.45,2.7
688642,Zach Agnos,colorado rockies,19,10,29,3,20,97,369,19.666666666666668,8.694915254237287,4.576271186440677,1.3728813559322033,9.152542372881355
665622,Luis Medina,athletics,19,8,13,2,6,77,312,18.666666666666668,9.160714285714285,3.8571428571428568,0.9642857142857142,2.892857142857143
676617,Riley O'Brien,st. louis cardinals,19,2,17,0,6,74,279,18.0,9.5,1.0,0.0,3.0
