player,player_id,headshot_url
Ryan Bergert,686701,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png/v1/people/686701/headshot/67/current"
Warming Bernabel,682653,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png/v1/people/682653/headshot/67/current"
Brennan Bernardino,657514,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png/v1/people/657514/headshot/67/current"
Jose Berrios,621244,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png/v1/people/621244/headshot/67/current"
Steward Berroa,672642,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png/v1/people/672642/headshot/67/current"
Jon Berti,542932,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png/v1/people/542932/headshot/67/current"
Mookie Betts,605141,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png/v1/people/605141/headshot/67/current"
Tanner Bibee,676440,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png/v1/people/676440/headshot/67/current"
Bo Bichette,666182,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png/v1/people/666182/headshot/67/current"
Osvaldo Bido,674370,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png/v1/people/674370/headshot/67/current"
Shane Bieber,669456,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png/v1/people/669456/headshot/67/current"
Hunter Bigge,685801,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png/v1/people/685801/headshot/67/current"
Cavan Biggio,624415,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png/v1/people/624415/headshot/67/current"
Jake Bird,656234,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png/v1/people/656234/headshot/67/current"
